id,review_title,score,phrase,reviewer,reviewed_on,review_date,review_id,review_url,game_title,release_date,platform,genre,features,franchise,developer,publisher,game_id,game_url
58,2006 FIFA World Cup,8.4,great,Jonathan Miller,,2006-04-19,8881b74e-1653-497e-81fc-7e0e091774cf,/articles/2006/04/19/2006-fifa-world-cup-6,2006 FIFA World Cup,2006-04-24,"['PlayStation 2', 'GameCube', 'Xbox']",Sports,"['Number Of Players', 'Memory Card', 'Online - Co-Op Number Of Players', 'Local - VS # of Players', 'Local - Co-Op # of Players']",FIFA,EA Canada,"['Ingram Entertainment', 'Electronic Arts']",d9163397-525e-41c2-bc6e-809870eb2d58,/games/2006-fifa-world-cup
59,2006 FIFA World Cup,8.4,great,Jonathan Miller,,2006-04-19,8b8a2450-d8f2-4956-8746-31653ba33507,/articles/2006/04/19/2006-fifa-world-cup-5,2006 FIFA World Cup,2006-04-24,"['PlayStation 2', 'GameCube', 'Xbox']",Sports,"['Number Of Players', 'Memory Card', 'Online - Co-Op Number Of Players', 'Local - VS # of Players', 'Local - Co-Op # of Players']",FIFA,EA Canada,"['Ingram Entertainment', 'Electronic Arts']",d9163397-525e-41c2-bc6e-809870eb2d58,/games/2006-fifa-world-cup
60,2006 FIFA World Cup,8.4,great,Jonathan Miller,,2006-04-19,9ffe0088-7824-4e25-af1a-8dfd59710452,/articles/2006/04/19/2006-fifa-world-cup-3,2006 FIFA World Cup [HD],2006-04-24,"['PC', 'Xbox 360']",Sports,"['Number Of Players', 'Memory Card', 'Online - VS Number Of Players', '480p', '720p', 'Online', 'Local - VS # of Players', 'Dolby Digital 5.1']",FIFA,EA Canada,"['Ingram Entertainment', 'Electronic Arts']",4620fdec-46f2-4b74-a4a9-61a3eabac6fc,/games/2006-fifa-world-cup-hd
61,2006 FIFA World Cup,7.8,good,,,2006-04-19,dcb3ce37-fd49-468c-81b4-934c2857f8e8,/articles/2006/04/19/2006-fifa-world-cup-2,2006 FIFA World Cup [PSP],2006-05-22,PlayStation Portable,Sports,"['Number Of Players', 'Memory Card', 'Memory Blocks', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Multi-cartridge Multiplayer']",FIFA,EA Canada - Team Fusion,"['Ingram Entertainment', 'Electronic Arts']",15c9ce8f-6590-4b17-9140-5f395845e209,/games/2006-fifa-world-cup-psp
62,2010 FIFA World Cup South Africa iPhone Review,4.5,bad,Levi Buchanan,,2010-05-13,780edaf4-ab66-45e4-ab03-0a96df5ee6f8,/articles/2010/05/13/2010-fifa-world-cup-south-africa-iphone-review,2010 FIFA World Cup,2010-06-28,iPhone,Sports,,FIFA,,Electronic Arts,311578b7-988a-4a39-9184-9ee8229191bd,/games/2010-fifa-world-cup
63,2010 FIFA World Cup South Africa Review,8.3,great,Nate Ahearn,,2010-04-27,1508b1dc-b858-4428-9289-62e6bb30dba9,/articles/2010/04/27/2010-fifa-world-cup-south-africa-review-3,2010 FIFA World Cup South Africa,2010-04-27,"['Xbox 360', 'PlayStation 3']",Sports,"['Number Of Players', 'Online - VS Number Of Players', 'Local - VS # of Players']",FIFA,EA Canada,Electronic Arts,1efc8d84-f6e9-4724-a630-b74c886da4e9,/games/2010-fifa-world-cup-south-africa
64,2010 FIFA World Cup South Africa Review,6,okay,Nate Ahearn,,2010-04-30,5e665e51-becc-4070-874e-8ea86492fd5a,/articles/2010/04/30/2010-fifa-world-cup-south-africa-review,2010 FIFA World Cup South Africa [PSP],2010-04-27,PlayStation Portable,Sports,"['Number Of Players', 'Online - VS Number Of Players', 'Online']",FIFA,EA Canada,Electronic Arts,873cb4ae-5efb-4f25-ab77-845cd5959b6f,/games/2010-fifa-world-cup-south-africa-psp
65,2010 FIFA World Cup South Africa Review,6.5,okay,Nate Ahearn,,2010-04-28,a6201f87-e6ad-4d22-a6c8-3f4cb51d68b5,/articles/2010/04/28/2010-fifa-world-cup-south-africa-review-2,2010 FIFA World Cup South Africa [Wii],2010-04-27,Wii,Sports,"['Number Of Players', 'Online - VS Number Of Players', 'Local - VS # of Players']",FIFA,EA Canada,Electronic Arts,83156cca-1573-4b5d-9b1a-ca5890eb9e50,/games/2010-fifa-world-cup-south-africa-wii
66,2010 FIFA World Cup South Africa Review,8.3,great,Nate Ahearn,,2010-04-27,d00ce7b7-6a84-41ef-a0d0-00b0dc20c8b6,/articles/2010/04/27/2010-fifa-world-cup-south-africa-review-4,2010 FIFA World Cup South Africa,2010-04-27,"['Xbox 360', 'PlayStation 3']",Sports,"['Number Of Players', 'Online - VS Number Of Players', 'Local - VS # of Players']",FIFA,EA Canada,Electronic Arts,1efc8d84-f6e9-4724-a630-b74c886da4e9,/games/2010-fifa-world-cup-south-africa
67,2010 FIFA World Cup South Africa UK Review,8.7,great,Martin Robinson,,2010-04-22,fa415c88-3adf-4648-8287-c951566dd913,/articles/2010/04/22/2010-fifa-world-cup-south-africa-uk-review,2010 FIFA World Cup South Africa,2010-04-27,"['Xbox 360', 'PlayStation 3']",Sports,"['Number Of Players', 'Online - VS Number Of Players', 'Local - VS # of Players']",FIFA,EA Canada,Electronic Arts,1efc8d84-f6e9-4724-a630-b74c886da4e9,/games/2010-fifa-world-cup-south-africa
68,2014 FIFA World Cup Brazil Review,7.5,good,,,2014-04-17,88ee3cbf-8047-450f-9d85-84ab8c0e0859,/articles/2014/04/17/2014-fifa-world-cup-brazil-review,2014 FIFA World Cup Brazil,2014-04-15,"['Xbox 360', 'PlayStation 3']",Sports,Online Versus Multiplayer,FIFA,EA Canada,Electronic Arts,90b4f829-e5d2-4f52-8727-1ab5b3f2f727,/games/2014-fifa-world-cup
69,20Q,7.7,good,Levi Buchanan,,2005-11-09,bfcfa968-6ff5-452a-ad81-f6b09b330a7d,/articles/2005/11/09/20q,20Q,,Wireless,Party,Number Of Players,,,I-play,907e3b34-5b3e-4196-828c-a9712c895d28,/games/20q
70,21 Pro Blackjack iPhone Review,7,good,George Roush,,2008-09-09,ed8a263f-b268-43a1-813b-a52d7e18d31e,/articles/2008/09/09/21-pro-blackjack-iphone-review,21 Pro Blackjack,2008-09-30,iPhone,,Number Of Players,,Avalinx,Avalinx,da01d28c-6f9b-47a1-b781-a03f0e6b019c,/games/21-pro-blackjack
71,24,9,amazing,Levi Buchanan,,2006-02-10,838a12c7-ea56-4e0b-ac53-614b3fdcaaad,/articles/2006/02/10/24,24: The Game [Mobile],2006-03-08,Wireless,Action,Number Of Players,24 [Fox],Big Blue Bubble,I-play,29fc079f-0908-4b99-a9a6-ed0d6d2736be,/games/24-the-game-mobile
72,24/7 Solitaire Review,8,great,Lucas M. Thomas,,2010-07-20,ee3ba31f-9e26-4beb-a8fb-a2872619065c,/articles/2010/07/20/247-solitaire-review,24/7 Solitaire,2010-07-12,Nintendo DSi,Card,Number Of Players,,Cosmigo,Cosmigo,c672c1d1-0e91-4633-8ce3-81e13ba58d11,/games/247-solitaire
73,24: Agent Down Review,8,great,Levi Buchanan,,2007-01-05,ea94908f-317b-4556-843c-899c178fa358,/articles/2007/01/05/24-agent-down-review,24: Agent Down,2006-12-31,Wireless,Action,Number Of Players,24 [Fox],Big Blue Bubble,I-play,852fc6e7-41cd-4295-a7be-8e6bbaae3cff,/games/24-agent-down
74,24: Special Ops iPhone Review,7.2,good,Levi Buchanan,,2009-04-04,21f135f9-2100-4c1a-8710-c2635a3761ca,/articles/2009/04/04/24-special-ops-iphone-review,24: Special Ops,2008-01-01,"['Wireless', 'iPhone']",Action,Number Of Players,24 [Fox],Digital Chocolate,Digital Chocolate,d98365bc-1038-4318-9e36-1663e92abdae,/games/24-special-ops
75,24: Special Ops Review,8,great,Levi Buchanan,,2008-02-05,7968a9c4-c0db-4677-9325-1b50fd81ce61,/articles/2008/02/05/24-special-ops-review,24: Special Ops,2008-01-01,"['Wireless', 'iPhone']",Action,Number Of Players,24 [Fox],Digital Chocolate,Digital Chocolate,d98365bc-1038-4318-9e36-1663e92abdae,/games/24-special-ops
76,24: The Game,4.2,bad,Chris Roper,,2006-03-02,40135e7e-f9d1-448b-9435-80649f92aacd,/articles/2006/03/02/24-the-game,24: The Game,2006-02-28,PlayStation 2,Action,"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', '16:9']",24 [Fox],SCE Cambridge Studio,"['Sony Computer Entertainment', 'Ingram Entertainment', '2K Games']",eb79293c-fdd9-45b5-8dc0-4fca2c635edf,/games/24-the-game-805187
77,25 to Life,3.1,awful,Charles Onyett,,2006-01-18,94a33cca-654d-4961-a088-6d9e155f4177,/articles/2006/01/18/25-to-life,25 To Life,2006-01-17,"['PlayStation 2', 'Xbox', 'PC']",Shooter,"['Number Of Players', 'Memory Card', 'Online']",,Avalanche Software (USA),"['Eidos Interactive', 'Ingram Entertainment']",b242258d-6a66-45e3-a69a-aa9c7a56d1b2,/games/25-to-life
78,25 To Life Soundtrack - Disc 01,7.5,good,,,2006-01-17,645374fb-4c6d-48d8-b3ef-00104a25f1e8,/articles/2006/01/17/25-to-life-soundtrack-disc-01,25 To Life,2006-01-17,"['PlayStation 2', 'Xbox', 'PC']",Shooter,"['Number Of Players', 'Memory Card', 'Online']",,Avalanche Software (USA),"['Eidos Interactive', 'Ingram Entertainment']",b242258d-6a66-45e3-a69a-aa9c7a56d1b2,/games/25-to-life
79,25 To Life Soundtrack: Disc 02,7.2,good,,,2006-01-17,d5c680e5-b6eb-45b5-ac4e-3aaff79957d5,/articles/2006/01/17/25-to-life-soundtrack-disc-02,25 To Life,2006-01-17,"['PlayStation 2', 'Xbox', 'PC']",Shooter,"['Number Of Players', 'Memory Card', 'Online']",,Avalanche Software (USA),"['Eidos Interactive', 'Ingram Entertainment']",b242258d-6a66-45e3-a69a-aa9c7a56d1b2,/games/25-to-life
80,2Bit iPhone Review,7.5,good,Levi Buchanan,,2011-03-15,4569d667-4277-4e89-9a8e-50aaa457e719,/articles/2011/03/15/2bit-iphone-review,2Bit,2011-03-02,iPhone,Puzzle,,,Industrial Brothers,Industrial Brothers,df0000ad-b60c-4bae-8e19-c55410f821a6,/games/2bit
81,2 Fast 2 Furious,7.8,good,Levi Buchanan,,2005-03-20,1b00cd2d-3597-4eb8-bfde-e88a998502e2,/articles/2005/03/20/2-fast-2-furious,2 Fast 2 Furious,2005-03-19,Wireless,Racing,,Fast and Furious,Digital Bridges,Digital Bridges,560280cc-7f75-44fe-99ca-ab0e57d400bc,/games/2-fast-2-furious
82,2XL ATV Offroad Review,7.2,good,Eduardo Vasconcellos,,2009-10-23,58c0a51f-8733-4f51-97f1-fe2261d4ad9a,/articles/2009/10/23/2xl-atv-offroad-review,2XL ATV Offroad,2009-10-08,iPhone,Racing,Number Of Players,,2XL Games,2XL Games,07e45b0b-51bf-4d21-b202-aaf54ded94f8,/games/2xl-atv-offroad
83,2XL Supercross iPhone Review,7.5,good,Levi Buchanan,,2009-04-16,55437a8f-7a73-4fda-83ec-ba93ac6b308d,/articles/2009/04/16/2xl-supercross-iphone-review,2XL Supercross,2009-04-01,"['iPhone', 'PC']",Racing,"['Number Of Players', 'Online']",,2XL Games,2XL Games,035d5935-44d2-4bf2-9d93-997aed52907a,/games/2xl-supercross
84,2 Xtreme Review,2.2,painful,Chris Roper,,2007-02-13,35d7d24c-0055-4a06-89e3-63bfdf3d1489,/articles/2007/02/13/2-xtreme-review,2 Xtreme,1996-10-01,"['PlayStation', 'PlayStation Portable', 'PlayStation 3']",Sports,"['Number Of Players', 'Local - VS # of Players']",,SCEA,"['Sony Computer Entertainment', 'Fillpoint']",ab413658-85eb-4c31-8f3d-1fba6fbdf987,/games/2-xtreme
85,300: March to Glory Review,5.7,mediocre,Hilary Goldstein,,2007-03-06,5c8d6aef-67d6-4712-b90d-e14706c44dd2,/articles/2007/03/06/300-march-to-glory-review,300: March to Glory,2007-02-27,PlayStation Portable,Action,,300,Collision Studios,Warner Bros.  Interactive,046f83ac-78b9-4bf7-a46a-51110bb11519,/games/300-march-to-glory
86,300 Review,8,great,Levi Buchanan,,2007-03-13,ce2bdea2-584f-40a5-b168-926af2dd92df,/articles/2007/03/13/300-review,300 [Mobile],2007-03-01,Wireless,Action,Number Of Players,300,Universomo,Warner Bros. Digital Distribution,005e3515-0040-46ce-8e19-5821ecd03a37,/games/300-mobile
87,"30 Rock: ""Mamma Mia"" Review",9.1,amazing,,,2009-05-08,4591ab93-ba1d-4b19-964e-84e4aed1c017,/articles/2009/05/08/30-rock-mamma-mia-review,The West Wing,1999-09-22,,Drama,,,,,24d6f9de-8a65-4c7a-a470-3d2b0d39b95c,/tv/the-west-wing
88,"3-2-1, Rattle Battle! Review",4.5,bad,Lucas M. Thomas,,2009-09-30,e6899d05-b610-4d6b-b99c-dd85d25b4d7d,/articles/2009/09/30/3-2-1-rattle-battle-review,3-2-1 Rattle Battle,2009-08-31,Wii,Action,,,Tecmo,Tecmo,fe91e7a4-98ae-4731-aa25-ceccea7f4b5c,/games/3-2-1-rattle-battle
89,3D Baseball (Saturn) Review,5,mediocre,,,1998-01-29,682eda9d-ae3a-4be2-9c4d-a166e11650f6,/articles/1998/01/29/3d-baseball,3D Baseball,1996-10-01,"['PlayStation', 'Saturn']",Sports,Number Of Players,,Crystal Dynamics,"['Electro Source', 'Crystal Dynamics']",67317b85-4e4f-431b-ad66-45fc8842370f,/games/3d-baseball
90,3D Classics: Excitebike Review,8,great,Lucas M. Thomas,,2011-06-13,74c57d70-8047-4c63-b598-508691722362,/articles/2011/06/13/3d-classics-excitebike-review,3D Classics: Excitebike,2011-06-06,Nintendo 3DS,Racing,Number Of Players,Excitebike,"['Nintendo', 'Arika']",Nintendo,e530d0f7-c477-4ae3-9aee-df2950a0ed78,/games/3d-classics-excitebike
91,3D Classics: Kirby's Adventure Review,8,great,Lucas M. Thomas,,2011-11-18,0d12a00d-4ed4-46ca-9fa1-57de0559986d,/articles/2011/11/18/3d-classics-kirbys-adventure-review,3D Classics: Kirby's Adventure,2011-11-17,Nintendo 3DS,Platformer,Number Of Players,Kirby,Nintendo,Nintendo,793364ce-ee50-4c3e-9737-bac104e7a309,/games/3d-classics-kirbys-adventure
92,3D Classics: TwinBee Review,6,okay,Lucas M. Thomas,,2011-09-23,75f58850-8b03-4f5c-badc-45762712bdec,/articles/2011/09/23/3d-classics-twinbee-review,3D Classics: TwinBee,2011-09-22,Nintendo 3DS,Shooter,"['DualShock', 'Number Of Players']",,Konami,Konami,c986fd93-1649-463f-afc9-23b0e0480445,/games/3d-classics-twinbee
93,3D Classics: Urban Champion Review,2.5,painful,Lucas M. Thomas,,2011-08-19,d12d1268-d43e-4782-8e3f-7bc5c6128796,/articles/2011/08/19/3d-classics-urban-champion-review,3D Classics: Urban Champion,2011-08-18,Nintendo 3DS,Fighting,"['Local - VS # of Players', 'Number Of Players']",,Nintendo R&D1,Nintendo,3646291f-0521-47b0-adab-697aff893c76,/games/3d-classics-urban-champion
94,3D Classics: Xevious Review,8,great,Lucas M. Thomas,,2011-07-22,db054790-dc0e-450b-890c-37c3492c2196,/articles/2011/07/22/3d-classics-xevious-review,Xevious,2004-06-07,"['Game Boy Advance', 'Wireless', 'Wii', 'Xbox 360', 'Wii U', 'Atari 7800', 'Amstrad/Schneider CPC', 'Atari 2600', 'Arcade', 'NES']","['Shooter', 'SHMUP']","['Number Of Players', 'Single-Cartridge Downloadable Multiplayer', 'Memory Card', 'Multi-cartridge Multiplayer', 'Cartridge Save', 'GBA Wireless Adapter Multiplay']",,"['Namco', 'Bandai', 'Atari Inc. (1972-1984)', 'Atari Corp. (1984-2003)']","['Namco', 'Bandai', 'Atari Inc. (1972-1984)', 'Bandai Namco Games', 'Atari Corp. (1984-2003)', 'Ingram Entertainment', 'Nintendo']",a8b77bda-57bf-4556-8177-b445b08af230,/games/xevious-1
95,3D Dot Game Heroes Review,8.5,great,Samuel Claiborn,,2010-04-16,17955919-a330-48c5-8df0-ebcd1305ff0e,/articles/2010/04/16/3d-dot-game-heroes-review,3D Dot Game Heroes,2010-05-11,PlayStation 3,RPG,Number Of Players,,Silicon Studio,"['FromSoftware', 'Atlus', 'SouthPeak Games']",87012898-7b6f-4f3f-b8f6-e80e5b83564b,/games/3d-dot-game-heroes-139398
96,3D Good vs Evil Review,6.8,okay,Levi Buchanan,,2009-08-20,db1bde98-f103-49c4-84ae-bc0d855fc8ef,/articles/2009/08/20/3d-good-vs-evil-review,3D Good vs. Evil,2009-08-10,iPhone,Board Game,"['Local - VS # of Players', 'Online Leaderboards', 'Number Of Players']",,TAS Games,TAS Games,5570bd5c-9caa-40a3-b332-e9423ee0154c,/games/3d-good-vs-evil
97,3D Hunting Trophy Whitetail iPhone Review,7.9,good,Levi Buchanan,,2009-04-08,8c140786-29c9-4f61-88e7-430f82490f4a,/articles/2009/04/08/3d-hunting-trophy-whitetail-iphone-review,3D Hunting Trophy Whitetail Championship 2009,2009-03-28,iPhone,Hunting,Number Of Players,,MachineWorks Northwest,Hands-On Mobile (aka MFORMA),ef4eb6ba-bd64-4613-8707-4f5ae46edaa8,/games/3d-hunting-trophy-whitetail-championship-2009
98,3D Mahjong Review,8,great,Lucas M. Thomas,,2010-08-18,7563aa75-72b4-4767-8930-18fb4e9e6f22,/articles/2010/08/18/3d-mahjong-review,3D Mahjong,2010-08-16,Nintendo DSi,Board Game,,,Cosmigo,Cosmigo,b21c7008-fbae-4259-adc3-6db7a4c56f0f,/games/3d-mahjong
99,3D Pixel Racing Review,6,okay,Lucas M. Thomas,,2011-07-18,cf67a93c-001f-4c7c-a830-72102e253c67,/articles/2011/07/18/3d-pixel-racing-review,3D Pixel Racing,2011-07-14,Wii,Racing,Number Of Players,,Microforum,Microforum,111f927e-9443-441c-ac07-c8de229e39ce,/games/3d-pixel-racing
100,3D Pool,7.3,good,Levi Buchanan,,2005-01-20,6fba2297-e3e7-4e5e-a2a0-2667f98f95b9,/articles/2005/01/20/3d-pool,3D Pool [2005],2005-01-18,Wireless,Sports,,,Distinctive Developments,Digital Bridges,2316065c-9500-4db9-83eb-2208071004af,/games/3d-pool-2005
101,3D Pool Urban Hustle,8,great,Levi Buchanan,,2005-11-19,38bed63a-b5fd-4d27-9763-cc0eb8aa9275,/articles/2005/11/19/3d-pool-urban-hustle,3D Pool Urban Hustle,2005-11-18,Wireless,Sports,Number Of Players,,,I-play,62324fec-b437-4bdc-8dad-2fd08be210e2,/games/3d-pool-urban-hustle
102,3D Roller Coaster Designer,3,awful,,,2001-01-09,3ec50c21-7c70-43db-b59c-5f3015a2c989,/articles/2001/01/09/3d-roller-coaster-designer,3D Roller Coaster Designer,2000-12-10,PC,Simulation,Number Of Players,,Pantera Entertainment,Pantera Entertainment,17535ceb-4f86-40ff-9844-920e250d7aea,/games/3d-roller-coaster-designer-135431
103,3D Rollercoaster Rush Review,8,great,Levi Buchanan,,2009-06-19,1bd264af-d35a-433e-b53d-f0827379e8c0,/articles/2009/06/19/3d-rollercoaster-rush-review,3D Rollercoaster Rush,2006-08-15,"['Wireless', 'iPhone']","['Puzzle', 'Action']",Number Of Players,,Digital Chocolate,Digital Chocolate,661d0d2e-504c-4e1e-8f48-f4f2761d6894,/games/3d-rollercoaster-rush
104,3D Slam Ping Pong,7.5,good,Levi Buchanan,,2004-04-14,2e606126-d05a-4d37-a095-3a599090d251,/articles/2004/04/14/3d-slam-ping-pong,3D Slam Ping Pong,2004-04-12,Wireless,Sports,Number Of Players,,Sorrent,Sorrent,5d2d0c9a-42b5-4e22-96bb-0aaed6df46c9,/games/3d-slam-ping-pong
105,3D Tilt-a-World Review,8,great,Levi Buchanan,,2006-10-25,649252d3-cfc9-4919-b4e6-4c2aa58bf838,/articles/2006/10/25/3d-tilt-a-world-review,3D Tilt-a-World,2006-10-24,Wireless,Puzzle,Number Of Players,,,,602b4115-7cd4-4358-b9cb-037857267794,/games/3d-tilt-a-world
106,3D Ultra Minigolf Adventures Review,7.5,good,Jonathan Miller,,2007-04-18,c80c2050-82e8-4900-920d-391af7fbec08,/articles/2007/04/18/3d-ultra-minigolf-adventures-review,3D Ultra Minigolf Adventures,2006-12-20,"['PC', 'Xbox 360']",Sports,"['Online', 'Online - VS Number Of Players', 'Number Of Players', 'Dolby Digital 5.1']",,Wanako Games,Vivendi Games,6cac9d1f-70fc-4cbd-b9a9-f703d313dd2c,/games/3d-ultra-minigolf-adventures
107,3D Ultra NASCAR Pinball,3,awful,,,1999-01-28,5df595bf-484a-4c99-9576-2dd8bedab3c7,/articles/1999/01/28/3d-ultra-nascar-pinball,3-D Ultra NASCAR Pinball,1998-12-31,PC,Pinball,Number Of Players,"['NASCAR Racing', '3D Ultra Pinball']",Sierra,Sierra,33cd9e19-cff3-4ebf-a248-f4740e1f09b5,/games/3-d-ultra-nascar-pinball
108,3D Ultra Pinball: Thrill Ride,5,mediocre,Nix,,2001-02-03,46b034e7-e2e3-4f26-9a96-6cc0ff573810,/articles/2001/02/03/3d-ultra-pinball-thrill-ride-2,3-D Ultra Pinball: Thrill Ride,1996-05-06,"['Macintosh', 'PC', 'Game Boy Color']",Pinball,,,"['Sierra Studios', 'Havas Interactive', 'Left Field  Productions, Inc.']","['Sierra Attractions', 'Havas Interactive']",53a3c901-47f7-421e-9545-b74a4287f66b,/games/3-d-ultra-pinball-thrill-ride
109,3D Ultra Pinball: Thrill Ride,7.9,good,,,2000-09-02,8b0d4752-4b01-4796-b08c-2e69c44164ec,/articles/2000/09/02/3d-ultra-pinball-thrill-ride,3-D Ultra Pinball: Thrill Ride,1996-05-06,"['Macintosh', 'PC', 'Game Boy Color']",Pinball,,,"['Sierra Studios', 'Havas Interactive', 'Left Field  Productions, Inc.']","['Sierra Attractions', 'Havas Interactive']",53a3c901-47f7-421e-9545-b74a4287f66b,/games/3-d-ultra-pinball-thrill-ride
110,3D Ultra Radio Control Racers,6.2,okay,,,1999-12-22,d4b9376e-b39d-47a4-a31b-6db378d46d21,/articles/1999/12/22/3d-ultra-radio-control-racers,3-D Ultra Radio Control Racers,1999-11-15,PC,Racing,Number Of Players,,Sierra Studios,Sierra Studios,f2b5d082-d7af-425d-ada4-df32fba6a546,/games/3-d-ultra-radio-control-racers
111,3-D Vector Pong iPhone Review,6,okay,George Roush,,2008-09-03,7a9e27ed-0f5f-4dbf-88dd-1750f44289c0,/articles/2008/09/03/3-d-vector-pong-iphone-review,3-D Vector Pong,2008-08-01,iPhone,Action,"['Online - VS Number Of Players', 'Online', 'Number Of Players']",,Webspire,Gyrocade,99f01e72-235e-4ada-98f4-d03935638b30,/games/3-d-vector-pong
112,3 Heroes - Crystal Soul Review,5,mediocre,Lucas M. Thomas,,2012-01-05,58e7ce8c-c564-4958-9631-c2b4d6a3a319,/articles/2012/01/05/3-heroes-crystal-soul-review,3 Heroes -- Crystal Soul,2011-01-05,Nintendo DSi,Adventure,,,Circle Entertainment,Circle Entertainment,13f6d84c-222c-4ff8-891f-e23900f76ba1,/games/3-heroes-crystal-soul
113,3 On 3 NHL Arcade Review,5.9,mediocre,Hilary Goldstein,,2009-02-05,05fe71d8-9960-4121-bdc1-f806b034afec,/articles/2009/02/05/3-on-3-nhl-arcade-review,3 on 3 NHL Arcade,2009-02-05,"['PlayStation 3', 'Xbox 360']",Sports,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players']",EA Sports NHL,EA Canada,Electronic Arts,5af72fa7-ed25-4a80-beae-9ba16efbfe54,/games/3-on-3-nhl-arcade
114,3Xtreme,3,awful,Doug Perry,,1999-04-22,e7dc4233-74c9-4904-9fd3-5bfab7c3c0da,/articles/1999/04/22/3xtreme,3 Xtreme,1999-04-21,PlayStation,Sports,"['Number Of Players', 'Vibration', 'Memory Card']",,989 Studios,"['989 Studios', 'Sony Computer Entertainment']",8f156c22-a2d5-43b7-8c32-5d57a0f4fe80,/games/3-xtreme
115,40 Winks,5.5,mediocre,Nix,,1999-12-23,09181ce8-06e1-4151-a945-62706f264c5e,/articles/1999/12/23/40-winks-2,40 Winks,1999-12-25,"['PlayStation', 'Nintendo 64']",Adventure,"['Number Of Players', 'Vibration', 'Memory Card']",,Eurocom,"['Fillpoint', 'GT Interactive', 'Electro Source']",9a833c71-baa5-474e-9ec8-73d1d3cab7da,/games/40-winks
116,42 All-Time Classics Review,8,great,Matt Wales,,2006-10-03,43952fb9-7aa4-4f0f-a48a-d14ac2454680,/articles/2006/10/03/42-all-time-classics-review,Clubhouse Games,2006-10-09,Nintendo DS,Card,"['Multi-cartridge Multiplayer', 'Vibration', 'Online', 'Number Of Players']",,Agenda,"['Nintendo', 'Ingram Entertainment']",59d9be9a-d993-43e4-a5a7-77c883dfb4d3,/games/clubhouse-games
117,4 Elements HD Review,7.5,good,Colin Moriarty,,2011-09-16,e60601a2-e86f-4c18-921e-d5b5d541c8eb,/articles/2011/09/16/4-elements-hd-review,4 Elements HD,2011-08-30,PlayStation 3,Puzzle,PlayStation Move,,Boolot Games,Boolot Games,267231fb-56f4-4fbf-bb7c-4844246ae992,/games/4-elements-hd
118,4 Elements II Review,7.5,good,,,2012-02-09,4fe8ffbe-825d-454e-9079-96984bb2f6d9,/articles/2012/02/09/4-elements-ii-review,4 Elements II,2011-09-27,PC,Puzzle,,,Playrix Entertainment,Playrix Entertainment,66576119-3356-4a9d-a130-75ad7b3c85fc,/games/4-elements-ii
119,4 Elements Review,8,great,,,2008-09-19,063f62ab-9b1f-45dd-bc61-f41877dda7b8,/articles/2008/09/19/4-elements-review,4 Elements,2008-09-30,"['PC', 'Macintosh', 'iPhone', 'Nintendo DS', 'Nintendo DSi']",Puzzle,Number Of Players,,Playrix Entertainment,"['Playrix Entertainment', 'Storm City Games', 'MSI']",b731cb5c-5dd6-4437-b900-7b488e71211a,/games/4-elements
